source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw,source_radar_timestamp,destination_radar_timestamp
1547120788016733,1547120787769098,0.000191,0.000022,-0.000000,-0.000000,-0.000000,0.000001,1547120787893007,1547120787645464
1547120788264696,1547120788016733,-0.000054,-0.000005,-0.000000,-0.000000,0.000000,-0.000013,1547120788140671,1547120787893007
1547120788513790,1547120788264696,0.000006,-0.000007,-0.000000,-0.000000,-0.000000,0.000001,1547120788388907,1547120788140671
1547120788764097,1547120788513790,-0.000044,-0.000014,0.000000,0.000000,-0.000000,0.000005,1547120788638924,1547120788388907
1547120789014721,1547120788764097,-0.000158,0.000001,-0.000000,0.000000,0.000000,-0.000002,1547120788889461,1547120788638924
1547120789265343,1547120789014721,-0.000068,0.000091,-0.000000,0.000000,-0.000000,-0.000006,1547120789140229,1547120788889461
1547120789515435,1547120789265343,-0.000012,-0.000014,-0.000000,-0.000000,-0.000000,0.000009,1547120789390707,1547120789140229
1547120789765154,1547120789515435,-0.000228,0.000035,-0.000000,-0.000000,0.000000,0.000006,1547120789640420,1547120789390707
1547120790015995,1547120789765154,0.000029,0.000013,-0.000000,0.000000,0.000000,-0.000001,1547120789890123,1547120789640420
1547120790267629,1547120790015995,-0.000148,-0.000047,-0.000000,-0.000000,0.000000,0.000009,1547120790141872,1547120789890123
1547120790519173,1547120790267629,0.000098,-0.000012,-0.000000,-0.000000,-0.000000,-0.000004,1547120790393559,1547120790141872
1547120790770225,1547120790519173,-0.000008,-0.000029,-0.000000,0.000000,-0.000000,-0.000004,1547120790644908,1547120790393559
1547120791021371,1547120790770225,0.000046,-0.000006,-0.000000,-0.000000,-0.000000,0.000002,1547120790895701,1547120790644908
1547120791273822,1547120791021371,0.000251,0.000055,-0.000000,-0.000000,-0.000000,-0.000025,1547120791147050,1547120790895701
1547120791527537,1547120791273822,-0.000022,-0.000008,-0.000000,0.000000,-0.000000,0.000004,1547120791400962,1547120791147050
1547120791780078,1547120791527537,0.000040,-0.000014,-0.000000,0.000000,0.000000,0.000007,1547120791654119,1547120791400962
1547120792030808,1547120791780078,0.000013,0.000001,-0.000000,-0.000000,0.000000,0.000002,1547120791906045,1547120791654119
1547120792279322,1547120792030808,-0.000092,-0.000020,-0.000000,-0.000000,-0.000000,0.000007,1547120792155710,1547120791906045
1547120792526851,1547120792279322,0.000082,-0.000004,-0.000000,-0.000000,0.000000,-0.000003,1547120792403163,1547120792155710
1547120792774589,1547120792526851,0.000047,-0.000005,-0.000000,-0.000000,-0.000000,0.000003,1547120792650704,1547120792403163
1547120793022159,1547120792774589,-0.000008,-0.000018,-0.000000,0.000000,0.000000,0.000001,1547120792898567,1547120792650704
1547120793270217,1547120793022159,0.000016,-0.000005,-0.000000,-0.000000,0.000000,-0.000005,1547120793146062,1547120792898567
1547120793519397,1547120793270217,0.000059,-0.000002,-0.000000,0.000000,-0.000000,-0.000003,1547120793394382,1547120793146062
1547120793770154,1547120793519397,0.000062,0.000030,-0.000000,0.000000,0.000000,-0.000003,1547120793644519,1547120793394382
1547120794021215,1547120793770154,0.000029,-0.000041,-0.000000,0.000000,0.000000,0.000001,1547120793896087,1547120793644519
1547120794271697,1547120794021215,-0.000069,-0.000038,-0.000000,0.000000,0.000000,-0.000002,1547120794146651,1547120793896087
1547120794522111,1547120794271697,-0.000066,-0.000055,-0.000000,-0.000000,-0.000000,0.000008,1547120794397043,1547120794146651
1547120794772018,1547120794522111,0.000043,0.000007,-0.000000,-0.000000,0.000000,0.000000,1547120794647255,1547120794397043
1547120795021706,1547120794772018,0.000076,-0.000064,-0.000000,0.000000,0.000000,0.000005,1547120794897054,1547120794647255
1547120795272382,1547120795021706,-0.000066,0.000002,-0.000000,-0.000000,0.000000,0.000001,1547120795146588,1547120794897054
1547120795524345,1547120795272382,-0.000028,-0.000041,-0.000000,0.000000,0.000000,-0.000000,1547120795398313,1547120795146588
1547120795776089,1547120795524345,0.000050,-0.000001,-0.000000,-0.000000,-0.000000,-0.000003,1547120795650535,1547120795398313
1547120796027418,1547120795776089,0.000006,-0.000039,-0.000000,0.000000,-0.000000,0.000003,1547120795901819,1547120795650535
1547120796278867,1547120796027418,0.000013,0.000001,0.000000,0.000000,0.000000,-0.000002,1547120796153372,1547120795901819
1547120796531087,1547120796278867,0.000161,-0.000003,-0.000000,0.000000,-0.000000,0.000003,1547120796404475,1547120796153372
1547120796784665,1547120796531087,0.000021,-0.000006,0.000000,-0.000000,0.000000,0.000002,1547120796657925,1547120796404475
1547120797037256,1547120796784665,0.000089,0.000001,-0.000000,-0.000000,-0.000000,0.000004,1547120796911667,1547120796657925
1547120797288016,1547120797037256,0.000011,-0.000003,-0.000000,-0.000000,0.000000,0.000002,1547120797163323,1547120796911667
1547120797536538,1547120797288016,-0.000073,-0.000062,-0.000000,-0.000000,0.000000,0.000007,1547120797413069,1547120797163323
1547120797783307,1547120797536538,-0.000013,-0.000042,-0.000000,-0.000000,-0.000000,0.000012,1547120797660133,1547120797413069
1547120798029641,1547120797783307,0.000041,0.000009,-0.000000,0.000000,0.000000,-0.000005,1547120797906638,1547120797660133
1547120798275873,1547120798029641,0.000043,-0.000002,-0.000000,0.000000,-0.000000,-0.000003,1547120798152768,1547120797906638
1547120798522810,1547120798275873,0.000085,-0.000019,-0.000000,-0.000000,-0.000000,-0.000002,1547120798399230,1547120798152768
1547120798770767,1547120798522810,0.000067,0.000053,-0.000000,0.000000,-0.000000,-0.000018,1547120798646513,1547120798399230
1547120799020087,1547120798770767,0.000110,-0.000032,-0.000000,0.000000,-0.000000,0.000005,1547120798895268,1547120798646513
1547120799270373,1547120799020087,-0.000006,-0.000004,-0.000000,0.000000,-0.000000,0.000005,1547120799145029,1547120798895268
1547120799520797,1547120799270373,0.000066,0.000038,-0.000000,0.000000,-0.000000,-0.000006,1547120799395746,1547120799145029
1547120799771135,1547120799520797,-0.000006,-0.000007,-0.000000,-0.000000,0.000000,-0.000006,1547120799645937,1547120799395746
1547120800021300,1547120799771135,0.000017,-0.000021,-0.000000,0.000000,-0.000000,-0.000007,1547120799896504,1547120799645937
1547120800270995,1547120800021300,-0.000254,0.000147,-0.000000,0.000000,-0.000000,0.000001,1547120800146218,1547120799896504
1547120800521391,1547120800270995,-0.000093,-0.000001,-0.000000,-0.000000,0.000000,0.000002,1547120800395921,1547120800146218
1547120800773181,1547120800521391,0.000153,-0.000022,-0.000000,-0.000000,-0.000000,0.000009,1547120800647075,1547120800395921
1547120801025067,1547120800773181,0.000066,0.000023,-0.000000,-0.000000,-0.000000,-0.000005,1547120800899539,1547120800647075
1547120801276377,1547120801025067,0.000042,0.000014,-0.000000,0.000000,-0.000000,0.000001,1547120801150842,1547120800899539
1547120801527483,1547120801276377,0.000041,-0.000051,-0.000000,-0.000000,-0.000000,0.000009,1547120801402208,1547120801150842
1547120801779350,1547120801527483,-0.000026,0.000011,-0.000000,0.000000,0.000000,-0.000006,1547120801652913,1547120801402208
1547120802032934,1547120801779350,-0.000327,0.000103,-0.000000,-0.000000,0.000000,-0.000005,1547120801906017,1547120801652913
1547120802286449,1547120802032934,-0.000105,0.000037,0.000000,-0.000000,-0.000000,0.000005,1547120802160102,1547120801906017
1547120802538505,1547120802286449,-0.000161,0.000046,-0.000000,0.000000,-0.000000,0.000000,1547120802412806,1547120802160102
1547120802788786,1547120802538505,-0.000025,0.000044,-0.000000,0.000000,0.000000,-0.000009,1547120802664309,1547120802412806
1547120803037247,1547120802788786,0.000010,0.000007,-0.000000,-0.000000,-0.000000,0.000002,1547120802913358,1547120802664309
1547120803285165,1547120803037247,0.000020,-0.000067,-0.000000,-0.000000,-0.000000,0.000008,1547120803161382,1547120802913358
1547120803532527,1547120803285165,0.000102,-0.000027,-0.000000,0.000000,-0.000000,0.000001,1547120803409067,1547120803161382
1547120803779896,1547120803532527,-0.000158,-0.000004,-0.000000,-0.000000,0.000000,-0.000007,1547120803656215,1547120803409067
1547120804027984,1547120803779896,0.000019,-0.000043,-0.000000,0.000000,0.000000,-0.000000,1547120803903748,1547120803656215
1547120804277306,1547120804027984,0.000105,0.000021,-0.000000,-0.000000,-0.000000,-0.000004,1547120804152352,1547120803903748
1547120804527691,1547120804277306,-0.000312,0.000047,-0.000000,-0.000000,-0.000000,0.000006,1547120804402496,1547120804152352
1547120804778196,1547120804527691,-0.000000,-0.000005,-0.000000,-0.000000,0.000000,0.000009,1547120804653106,1547120804402496
1547120805028470,1547120804778196,0.000036,0.000043,-0.000000,-0.000000,-0.000000,-0.000000,1547120804903500,1547120804653106
1547120805278340,1547120805028470,0.000175,-0.000053,-0.000000,0.000000,-0.000000,-0.000002,1547120805153448,1547120804903500
1547120805527954,1547120805278340,0.000095,0.000021,-0.000000,-0.000000,0.000000,-0.000006,1547120805403508,1547120805153448
1547120805778401,1547120805527954,0.000015,-0.000006,-0.000000,0.000000,-0.000000,0.000004,1547120805652641,1547120805403508
1547120806030572,1547120805778401,-0.000157,0.000093,-0.000000,-0.000000,-0.000000,-0.000010,1547120805904519,1547120805652641
1547120806282183,1547120806030572,-0.000028,-0.000025,-0.000000,0.000000,0.000000,-0.000003,1547120806156752,1547120805904519
1547120806533240,1547120806282183,0.000024,-0.000013,-0.000000,-0.000000,-0.000000,-0.000003,1547120806407742,1547120806156752
1547120806784666,1547120806533240,0.000124,-0.000027,-0.000000,0.000000,-0.000000,-0.000000,1547120806658990,1547120806407742
1547120807036836,1547120806784666,0.000031,0.000005,-0.000000,0.000000,-0.000000,0.000002,1547120806910593,1547120806658990
1547120807290078,1547120807036836,-0.000126,0.000054,-0.000000,0.000000,0.000000,-0.000001,1547120807163309,1547120806910593
1547120807543366,1547120807290078,0.000213,-0.000018,0.000000,0.000000,0.000000,-0.000008,1547120807417076,1547120807163309
1547120807795546,1547120807543366,-0.000039,0.000050,-0.000000,0.000000,-0.000000,-0.000007,1547120807669756,1547120807417076
1547120808046380,1547120807795546,-0.000197,0.000081,0.000000,0.000000,-0.000000,-0.000008,1547120807921574,1547120807669756
1547120808295145,1547120808046380,-0.000439,0.000031,-0.000000,0.000000,-0.000000,-0.000003,1547120808171425,1547120807921574
1547120808542747,1547120808295145,-0.000023,-0.000009,-0.000000,0.000000,-0.000000,0.000006,1547120808418960,1547120808171425
1547120808790558,1547120808542747,0.000003,-0.000037,-0.000000,0.000000,0.000000,0.000001,1547120808666760,1547120808418960
1547120809038304,1547120808790558,-0.000001,-0.000043,-0.000000,-0.000000,-0.000000,0.000013,1547120808914483,1547120808666760
1547120809286559,1547120809038304,0.000017,-0.000003,-0.000000,0.000000,0.000000,-0.000001,1547120809162344,1547120808914483
1547120809535645,1547120809286559,0.000015,-0.000003,-0.000000,0.000000,-0.000000,-0.000009,1547120809411004,1547120809162344
1547120809785005,1547120809535645,0.000054,0.000005,-0.000000,-0.000000,-0.000000,0.000001,1547120809660388,1547120809411004
1547120810034365,1547120809785005,-0.000169,-0.000011,-0.000000,0.000000,-0.000000,0.000006,1547120809909630,1547120809660388
1547120810283393,1547120810034365,0.000011,0.000020,-0.000000,-0.000000,-0.000000,-0.000005,1547120810159349,1547120809909630
1547120810531906,1547120810283393,-0.000021,-0.000048,-0.000000,0.000000,0.000000,0.000012,1547120810407721,1547120810159349
1547120810780632,1547120810531906,-0.000010,-0.000007,-0.000000,-0.000000,-0.000000,0.000005,1547120810656414,1547120810407721
1547120811030402,1547120810780632,-0.000179,0.000008,-0.000000,-0.000000,0.000000,0.000011,1547120810905153,1547120810656414
1547120811280903,1547120811030402,0.000186,0.000038,-0.000000,0.000000,-0.000000,0.000001,1547120811155900,1547120810905153
1547120811530757,1547120811280903,0.000124,-0.000024,-0.000000,-0.000000,0.000000,0.000006,1547120811406016,1547120811155900
1547120811780658,1547120811530757,0.000067,0.000005,-0.000000,-0.000000,-0.000000,-0.000004,1547120811655804,1547120811406016
1547120812030843,1547120811780658,-0.000045,0.000048,-0.000000,-0.000000,-0.000000,-0.000006,1547120811905849,1547120811655804
1547120812281859,1547120812030843,-0.000042,0.000022,-0.000000,0.000000,-0.000000,-0.000003,1547120812155954,1547120811905849
1547120812534039,1547120812281859,-0.000005,0.000012,-0.000000,0.000000,-0.000000,0.000006,1547120812408004,1547120812155954
1547120812785840,1547120812534039,-0.000117,0.000029,0.000000,-0.000000,-0.000000,-0.000007,1547120812660197,1547120812408004
1547120813037197,1547120812785840,0.000047,0.000007,-0.000000,-0.000000,-0.000000,-0.000006,1547120812911714,1547120812660197
1547120813288326,1547120813037197,-0.000088,-0.000008,-0.000000,-0.000000,-0.000000,0.000004,1547120813162906,1547120812911714
1547120813539047,1547120813288326,-0.000144,0.000029,-0.000000,0.000000,-0.000000,0.000001,1547120813413968,1547120813162906
1547120813789412,1547120813539047,0.000038,0.000032,-0.000000,-0.000000,0.000000,0.000004,1547120813664254,1547120813413968
1547120814039865,1547120813789412,0.000082,-0.000005,-0.000000,-0.000000,-0.000000,0.000002,1547120813914836,1547120813664254
1547120814289695,1547120814039865,-0.000038,-0.000008,0.000000,0.000000,-0.000000,-0.000005,1547120814164989,1547120813914836
1547120814539089,1547120814289695,0.000001,-0.000011,-0.000000,0.000000,-0.000000,0.000003,1547120814414644,1547120814164989
1547120814788303,1547120814539089,-0.000014,0.000050,-0.000000,0.000000,-0.000000,0.000004,1547120814663780,1547120814414644
1547120815037485,1547120814788303,-0.000073,-0.000044,-0.000000,0.000000,0.000000,0.000007,1547120814913101,1547120814663780
1547120815286359,1547120815037485,-0.000101,0.000063,-0.000000,0.000000,-0.000000,0.000000,1547120815161988,1547120814913101
1547120815534999,1547120815286359,-0.000078,0.000002,-0.000000,0.000000,0.000000,0.000005,1547120815410969,1547120815161988
1547120815783102,1547120815534999,-0.000000,-0.000006,-0.000000,0.000000,0.000000,-0.000003,1547120815659275,1547120815410969
1547120816031829,1547120815783102,0.000031,0.000023,-0.000000,0.000000,-0.000000,-0.000004,1547120815907272,1547120815659275
